id,location_region_name,location_city_name,location_district_name,last_refresh_time,price_usd,land_area,Land_for_garden,Land_for_construction,Industrial_land,Agricultural_land,Price_per_sotix
55870676,Ташкентская область,Янгибазар,0,2024-11-20,18000.0,3,0,0,0,0,18000.0
47881283,Ташкентская область,Нурафшан (Тойтепа),0,2024-05-12,6000000.0,2,0,0,1,0,3000000.0
57128044,Ташкентская область,Янгибазар,0,2024-11-17,162000.0,12,0,1,0,0,13500.0
56409125,Ташкентская область,Ташкент,Чиланзарский район,2025-03-27,430000.0,3,0,0,0,0,143333.0
54356925,Ташкентская область,Ташкент,Алмазарский район,2024-11-24,600000.0,6,0,1,0,0,100000.0
49144415,Ташкентская область,Ташкент,Бектемирский район,2025-03-05,7000.0,9,0,1,0,0,7000.0
55783611,Ташкентская область,Ташкент,Шайхантахурский район,2024-09-18,55000.0,95,0,1,0,0,55000.0
50048024,Ташкентская область,Газалкент,0,2024-10-29,47000.0,7,0,0,0,0,47000.0
55284541,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-10-11,480000.0,6,0,1,0,0,80000.0
52604258,Ташкентская область,Ташкент,Яшнабадский район,2024-11-14,650000.0,13,0,1,0,0,50000.0
55623390,Ташкентская область,Ташкент,Сергелийский район,2025-07-01,,4,0,1,0,0,
56822801,Ташкентская область,Ташкент,Яшнабадский район,2024-11-17,45000.0,4,0,1,0,0,45000.0
54890280,Ташкентская область,Ташкент,Юнусабадский район,2024-07-12,119000.0,2,0,1,0,0,59500.0
55260428,Ташкентская область,Назарбек,0,2025-02-07,13500.0,4,0,1,0,0,13500.0
42182998,Ташкентская область,Ташкент,Юнусабадский район,2024-06-25,192000.0,6,0,1,0,0,32000.0
52911018,Ташкентская область,Большой Чимган,0,2024-04-06,18000.0,46,0,1,0,0,18000.0
58157819,Ташкентская область,Ташкент,Сергелийский район,2025-02-25,60000.0,4,0,0,0,0,60000.0
40241241,Ташкентская область,Келес,0,2024-07-13,245000.0,24,0,1,0,0,10208.0
54108436,Ташкентская область,Ташкент,Чиланзарский район,2024-06-05,250.0,450,0,1,0,0,250.0
55463897,Ташкентская область,Зангиата,0,2024-07-25,55000.0,5,0,0,0,0,55000.0
58212964,Ташкентская область,Ташкент,Чиланзарский район,2025-06-28,97000.0,2,0,1,0,0,48500.0
52612955,Ташкентская область,Ташкент,Бектемирский район,2024-08-02,75000.0,3,0,0,0,0,25000.0
54016657,Ташкентская область,Келес,0,2024-06-23,300000.0,16,0,1,0,0,18750.0
55482592,Ташкентская область,Ташкент,Бектемирский район,2024-07-26,15000.0,7,0,1,0,0,15000.0
56127542,Ташкентская область,Паркент,0,2025-06-05,60000.0,4,1,0,0,0,60000.0
54248516,Ташкентская область,Ташкент,Юнусабадский район,2024-05-15,46500.0,96,0,1,0,0,46500.0
53761429,Ташкентская область,Зангиата,0,2024-05-26,42000.0,2,0,1,0,0,42000.0
51229213,Ташкентская область,Ташкент,Яшнабадский район,2024-07-06,60000.0,3,0,0,0,0,60000.0
59092709,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-04-02,140000.0,260,0,1,0,0,538.0
54606956,Ташкентская область,Эшангузар,0,2024-05-30,110000.0,650,0,1,0,0,169.0
58345702,Ташкентская область,Ташкент,Сергелийский район,2025-03-08,46000.0,250,0,1,0,0,46000.0
55259955,Ташкентская область,Келес,0,2024-10-10,12500.0,2,0,1,0,0,12500.0
54114319,Ташкентская область,Янгибазар,0,2024-04-30,26000.0,7,0,1,0,0,26000.0
59931264,Ташкентская область,Ташкент,Яшнабадский район,2025-05-25,105000.0,4,0,1,0,0,26250.0
56037287,Ташкентская область,Уртааул,0,2024-09-02,32000.0,2,0,1,0,0,32000.0
59398085,Ташкентская область,Ташкент,Юнусабадский район,2025-05-05,15000.0,350,0,1,0,0,15000.0
59383157,Ташкентская область,Ташкент,Яккасарайский район,2025-04-15,270000.0,3,0,1,0,0,90000.0
43307571,Ташкентская область,Келес,0,2024-06-02,28000.0,8,1,0,0,0,28000.0
54319479,Ташкентская область,Коксарай,0,2024-09-09,67000.0,4,0,1,0,0,67000.0
55818510,Ташкентская область,Янгиюль,0,2024-12-16,135615.0,1,0,0,0,0,135615.0
55333043,Ташкентская область,Ташкент,Сергелийский район,2024-10-15,119000.0,4,0,0,0,0,29750.0
53693076,Ташкентская область,Ташкент,Юнусабадский район,2025-06-15,480000.0,13,0,1,0,0,36923.0
54272864,Ташкентская область,Кибрай,0,2025-06-07,27000.0,6,0,1,0,0,27000.0
56406856,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-09-27,55000.0,8,0,1,0,0,55000.0
57373264,Ташкентская область,Ахангаран,0,2024-12-15,105000.0,35,0,1,0,0,3000.0
31979718,Ташкентская область,Кибрай,0,2024-10-25,20000.0,4,0,1,0,0,20000.0
50471598,Ташкентская область,Кибрай,0,2024-05-12,170000.0,15,0,1,0,0,11333.0
54500442,Ташкентская область,Янгибазар,0,2025-02-17,63000.0,14,1,0,0,0,63000.0
52518632,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-09-10,150000.0,72,0,1,0,0,2083.0
53397474,Ташкентская область,Чарвак,0,2024-04-18,55000.0,10,0,1,0,0,55000.0
47233870,Ташкентская область,Янгиюль,0,2024-06-16,6000.0,8,0,1,0,0,6000.0
53964242,Ташкентская область,Зангиата,0,2024-05-04,12000.0,6,0,1,0,0,12000.0
52095658,Ташкентская область,Янгибазар,0,2024-06-01,2500.0,44,0,0,0,0,2500.0
51025918,Ташкентская область,Ташкент,Юнусабадский район,2024-03-31,27000.0,3,0,1,0,0,27000.0
56146450,Ташкентская область,Нурафшан (Тойтепа),0,2024-10-13,3800.0,15,0,1,0,0,3800.0
59152238,Ташкентская область,Коксарай,0,2025-05-30,45000.0,8,0,1,0,0,45000.0
47729028,Ташкентская область,Ташкент,Сергелийский район,2024-08-12,120000.0,4,0,1,0,0,30000.0
54439457,Ташкентская область,Кибрай,0,2024-07-26,10500.0,6,0,1,0,0,10500.0
58044415,Ташкентская область,Кибрай,0,2025-01-19,,2,0,0,0,1,
54879526,Ташкентская область,Ташкент,Мирабадский район,2024-06-18,75000.0,8,0,1,0,0,9375.0
52483283,Ташкентская область,Зангиата,0,2024-04-27,31000.0,5,0,1,0,0,31000.0
55151914,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-09-03,585000.0,13,0,1,0,0,45000.0
54937131,Ташкентская область,Ташкент,Мирабадский район,2024-10-10,72000.0,60,0,1,0,0,1200.0
54163425,Ташкентская область,Ташкент,Юнусабадский район,2024-07-06,90000.0,2,0,1,0,0,45000.0
59191983,Ташкентская область,Нурафшан (Тойтепа),0,2025-04-22,2500.0,18,1,0,0,0,2500.0
55636453,Ташкентская область,Ташкент,Алмазарский район,2025-05-03,180000.0,4,0,0,0,0,45000.0
56571228,Ташкентская область,Ташкент,Сергелийский район,2024-10-09,130000.0,2,0,1,0,0,65000.0
55742576,Ташкентская область,Келес,0,2024-08-14,14750.0,4,0,1,0,0,14750.0
54836195,Ташкентская область,Уртааул,0,2024-06-13,15000.0,15,0,0,0,1,15000.0
55817839,Ташкентская область,Назарбек,0,2024-08-18,2153.2,4,0,1,0,0,2153.2
55442083,Ташкентская область,Чирчик,0,2025-01-20,60000.0,10,0,1,0,0,60000.0
55092628,Ташкентская область,Искандар,0,2024-09-29,8000.0,8,0,1,0,0,8000.0
55622529,Ташкентская область,Ташкент,Шайхантахурский район,2025-03-17,45500.0,8,0,1,0,0,45500.0
53932502,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-08-01,75000.0,28,0,1,0,0,2679.0
59980997,Ташкентская область,Паркент,0,2025-06-19,12000.0,3,0,1,0,0,12000.0
56301642,Ташкентская область,Келес,0,2025-01-01,95000.0,5,0,1,0,0,19000.0
54352014,Ташкентская область,Ташкент,Алмазарский район,2024-05-14,12000.0,7,0,1,0,0,12000.0
53675744,Ташкентская область,Янгибазар,0,2024-07-15,20000.0,11,0,0,0,0,20000.0
48708511,Ташкентская область,Ташкент,Бектемирский район,2024-08-10,70000.0,4,0,1,0,0,70000.0
57183170,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-03-31,39000.0,10,0,1,0,0,39000.0
52515428,Ташкентская область,Красногорск,0,2024-08-27,4000.0,7,0,1,0,0,4000.0
58359024,Ташкентская область,Зангиата,0,2025-06-18,910000.0,700,0,1,0,0,1300.0
45361384,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-04-23,60000.0,3,1,0,0,0,60000.0
56237950,Ташкентская область,Кибрай,0,2024-10-13,12000.0,68,0,0,0,0,12000.0
54482697,Ташкентская область,Назарбек,0,2024-05-22,15000.0,8,0,1,0,0,15000.0
54043516,Ташкентская область,Ташкент,Шайхантахурский район,2024-07-30,,400,0,1,0,0,
56461261,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-10-22,590000.0,9,0,0,0,0,65556.0
48404753,Ташкентская область,Дустабад,0,2024-09-20,,14,1,0,0,0,
53173585,Ташкентская область,Нурафшан (Тойтепа),0,2024-05-04,28000.0,8,0,1,0,0,28000.0
58992086,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-03-26,1100000.0,10,0,1,0,0,110000.0
49614535,Ташкентская область,Ташкент,Яккасарайский район,2024-08-24,27000.0,8,0,1,0,0,27000.0
55150696,Ташкентская область,Ташкент,Учтепинский район,2024-07-05,85000.0,3,1,0,0,0,28333.0
53047314,Ташкентская область,Янгибазар,0,2025-01-02,122000.0,600,0,1,0,0,203.0
54873120,Ташкентская область,Ташкент,Мирабадский район,2025-02-16,290000.0,4,0,1,0,0,72500.0
56731279,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-10-20,80000.0,12,0,1,0,0,6667.0
55994772,Ташкентская область,Ташкент,Яккасарайский район,2025-02-26,140000.0,4,0,1,0,0,35000.0
56253296,Ташкентская область,Назарбек,0,2024-10-17,36000.0,2,0,1,0,0,36000.0
41607533,Ташкентская область,Чарвак,0,2025-05-20,45000.0,80,0,1,0,0,45000.0
59356301,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-04-13,360000.0,6,0,1,0,0,60000.0
53412886,Ташкентская область,Чиназ,0,2024-04-19,35000.0,16,1,0,0,0,35000.0
54630543,Ташкентская область,Ташкент,Яккасарайский район,2024-08-04,84900.0,52,0,0,0,0,1633.0
53394687,Ташкентская область,Красногорск,0,2024-06-17,25000.0,10,0,0,0,0,25000.0
54638523,Ташкентская область,Красногорск,0,2024-09-29,60000.0,12,0,0,0,0,60000.0
48920046,Ташкентская область,Чирчик,0,2024-06-04,105000.0,18,0,1,0,0,5833.0
50116339,Ташкентская область,Келес,0,2025-01-31,15000.0,4,0,1,0,0,15000.0
56485840,Ташкентская область,Ташкент,Чиланзарский район,2024-10-24,620000.0,14,0,1,0,0,44286.0
55006534,Ташкентская область,Чирчик,0,2024-11-23,270000.0,129,0,0,1,0,2093.0
56565911,Ташкентская область,Чирчик,0,2024-10-09,950000.0,8,0,0,1,0,118750.0
54247955,Ташкентская область,Кибрай,0,2024-08-29,170000.0,15,0,1,0,0,11333.0
56471805,Ташкентская область,Ташкент,Яккасарайский район,2024-11-13,100000.0,60,0,1,0,0,1667.0
54419999,Ташкентская область,Ташкент,Яккасарайский район,2024-07-19,95000.0,50,0,1,0,0,1900.0
59394917,Ташкентская область,Ташкент,Сергелийский район,2025-04-16,40000.0,19,0,1,0,0,40000.0
54958589,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-06-29,52000.0,2,0,1,0,0,52000.0
53839918,Ташкентская область,Назарбек,0,2024-05-22,15000.0,5,0,1,0,0,15000.0
55357136,Ташкентская область,Ташкент,Учтепинский район,2024-07-18,185000.0,370,0,0,0,0,500.0
53102075,Ташкентская область,Янгиюль,0,2025-05-18,4500.0,16,1,0,0,0,4500.0
56226267,Ташкентская область,Ташкент,Сергелийский район,2025-01-05,100000.0,10,0,1,0,0,10000.0
54511302,Ташкентская область,Келес,0,2024-10-21,35000.0,10,0,1,0,0,35000.0
59808067,Ташкентская область,Ташкент,Бектемирский район,2025-05-15,200000.0,11,0,0,0,0,18182.0
48539907,Ташкентская область,Пскент,0,2024-08-20,300000.0,2,1,0,0,0,150000.0
54234017,Ташкентская область,Ташкент,Юнусабадский район,2024-07-15,68000.0,3,0,1,0,0,68000.0
59396237,Ташкентская область,Ташкент,Чиланзарский район,2025-04-30,299000.0,460,0,1,0,0,650.0
53757247,Ташкентская область,Ташкент,Яккасарайский район,2024-04-29,350000.0,3,0,1,0,0,116667.0
55974889,Ташкентская область,Ташкент,Алмазарский район,2024-09-04,130000.0,5,0,1,0,0,26000.0
59732206,Ташкентская область,Ташкент,Юнусабадский район,2025-05-17,24000.0,4,0,1,0,0,24000.0
54272864,Ташкентская область,Кибрай,0,2024-05-12,40000.0,6,0,1,0,0,40000.0
56323384,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-09-28,165000.0,2,0,1,0,0,82500.0
52790525,Ташкентская область,Ангрен,0,2025-03-11,6000.0,6,0,1,0,0,6000.0
55938848,Ташкентская область,Большой Чимган,0,2024-10-14,1260000.0,150,0,1,0,0,8400.0
54391988,Ташкентская область,Газалкент,0,2024-08-22,180000.0,20,0,0,1,0,9000.0
56053203,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-09-10,750000.0,10,0,1,0,0,75000.0
59259510,Ташкентская область,Ташкент,Юнусабадский район,2025-06-01,285000.0,3,0,1,0,0,95000.0
53707610,Ташкентская область,Чирчик,0,2024-05-06,4000.0,6,0,1,0,0,4000.0
52815530,Ташкентская область,Пскент,0,2024-12-11,,5,1,0,0,0,
58541533,Ташкентская область,Чиназ,0,2025-02-18,30000.0,10,0,1,0,0,30000.0
50523170,Ташкентская область,Ташкент,Юнусабадский район,2024-09-27,180000.0,4,0,0,0,0,45000.0
48591984,Ташкентская область,Чирчик,0,2025-03-02,10000.0,24,0,1,0,0,10000.0
56949231,Ташкентская область,Ташкент,Сергелийский район,2025-02-03,245000.0,7,0,0,0,0,35000.0
54251910,Ташкентская область,Чирчик,0,2025-02-02,75000.0,7,0,1,0,0,10714.0
50642026,Ташкентская область,Ташкент,Сергелийский район,2024-11-03,190000.0,9,1,0,0,0,21111.0
41819552,Ташкентская область,Зангиата,0,2024-06-22,3000.0,8,0,1,0,0,3000.0
44992800,Ташкентская область,Ташкент,Сергелийский район,2024-07-29,11500.0,4,0,1,0,0,11500.0
52632986,Ташкентская область,Ташкент,Алмазарский район,2025-01-30,70000.0,2,0,1,0,0,70000.0
54053205,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-03-03,4500000.0,100,0,1,0,0,45000.0
54972936,Ташкентская область,Чирчик,0,2024-12-16,240000.0,12,1,0,0,0,20000.0
56492924,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-02-09,275000.0,780,0,1,0,0,353.0
54767808,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-08-30,350000.0,4,0,1,0,0,87500.0
54875392,Ташкентская область,Ташкент,Учтепинский район,2025-05-17,245000.0,5,0,1,0,0,49000.0
51106156,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-07-10,6400000.0,75,0,1,0,0,85333.0
51215766,Ташкентская область,Чарвак,0,2025-02-10,65000.0,8,0,0,0,0,65000.0
54272864,Ташкентская область,Кибрай,0,2024-09-27,29100.0,6,0,1,0,0,29100.0
54417797,Ташкентская область,Чиназ,0,2024-05-18,450000.0,450,0,0,0,0,1000.0
56802083,Ташкентская область,Ташкент,Яшнабадский район,2025-03-30,27000.0,3,0,1,0,0,27000.0
50199403,Ташкентская область,Янгиюль,0,2024-08-09,39000.0,6,1,0,0,0,39000.0
51856933,Ташкентская область,Ташкент,Шайхантахурский район,2025-04-15,140000.0,3,0,0,0,0,46667.0
54972846,Ташкентская область,Ташкент,Юнусабадский район,2024-07-25,25000.0,5,0,0,0,0,25000.0
58845591,Ташкентская область,Ташкент,Алмазарский район,2025-06-08,11500.0,110,0,1,0,0,11500.0
52302473,Ташкентская область,Коксарай,0,2024-05-12,78000.0,3,0,1,0,0,26000.0
55572581,Ташкентская область,Ташкент,Шайхантахурский район,2025-03-17,125000.0,2,0,1,0,0,62500.0
48209607,Ташкентская область,Коксарай,0,2024-05-27,125000.0,7,0,0,0,0,17857.0
54117222,Ташкентская область,Ташкент,Яшнабадский район,2024-04-30,38000.0,2,0,1,0,0,38000.0
52977915,Ташкентская область,Янгибазар,0,2024-08-08,14000.0,400,0,1,0,0,14000.0
58490858,Ташкентская область,Ташкент,Мирабадский район,2025-03-01,1800000.0,10,0,0,0,0,180000.0
55773534,Ташкентская область,Ташкент,Алмазарский район,2024-11-14,26000.0,3,0,1,0,0,26000.0
55836583,Ташкентская область,Уртааул,0,2025-01-17,12000.0,3,0,1,0,0,12000.0
54318030,Ташкентская область,Ташкент,Юнусабадский район,2024-08-10,339000.0,9,0,1,0,0,37667.0
54826031,Ташкентская область,Коксарай,0,2024-06-13,40000.0,6,0,0,0,0,40000.0
59027852,Ташкентская область,Ахангаран,0,2025-06-19,,8,0,1,0,0,
51864312,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-05-21,180000.0,4,0,1,0,0,45000.0
52924939,Ташкентская область,Газалкент,0,2024-07-20,3500000.0,887,0,0,1,0,3946.0
51084709,Ташкентская область,Чирчик,0,2024-09-01,4500.0,26,1,0,0,0,4500.0
45574927,Ташкентская область,Кибрай,0,2024-11-02,750000.0,200,0,0,1,0,3750.0
51464426,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-01-21,20000.0,6,0,1,0,0,20000.0
53039337,Ташкентская область,Ташкент,Яккасарайский район,2024-08-13,600000.0,600,0,1,0,0,1000.0
51592803,Ташкентская область,Назарбек,0,2024-09-01,39000.0,6,0,1,0,0,39000.0
58389180,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-04-01,877500.0,13,0,1,0,0,67500.0
52253129,Ташкентская область,Ташкент,Юнусабадский район,2024-04-17,288000.0,1,0,1,0,0,288000.0
54367341,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-05-21,70000.0,380,0,1,0,0,70000.0
56261394,Ташкентская область,Ташкент,Чиланзарский район,2024-10-17,,280,0,0,1,0,
49069841,Ташкентская область,Зафар,0,2024-10-06,11500.0,12,0,0,0,0,11500.0
55120197,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-07-03,47000.0,11,0,0,0,0,47000.0
53304095,Ташкентская область,Янгибазар,0,2025-04-08,35000.0,4,1,0,0,0,35000.0
52531474,Ташкентская область,Ташкент,Сергелийский район,2024-04-30,70000.0,8,0,1,0,0,70000.0
59455537,Ташкентская область,Зангиата,0,2025-04-20,7500.0,90,0,1,0,0,7500.0
53771800,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-06-08,65000.0,7,0,1,0,0,65000.0
54765197,Ташкентская область,Ходжикент,0,2024-06-09,60000.0,5,0,1,0,0,60000.0
53235489,Ташкентская область,Газалкент,0,2024-08-13,700000.0,30,0,1,0,0,23333.0
56488539,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-10-03,160000.0,6,0,1,0,0,26667.0
55531333,Ташкентская область,Келес,0,2024-09-28,15000.0,6,0,1,0,0,15000.0
54118230,Ташкентская область,Назарбек,0,2025-03-26,159900.0,611,0,1,0,0,262.0
48266992,Ташкентская область,Газалкент,0,2025-03-11,85000.0,7,0,0,0,0,12143.0
55072684,Ташкентская область,Янгиюль,0,2024-09-03,2000.0,2,0,1,0,0,2000.0
43901281,Ташкентская область,Кибрай,0,2025-06-05,32000.0,18,0,1,0,0,32000.0
48875675,Ташкентская область,Назарбек,0,2025-03-17,350000.0,40,0,0,0,1,8750.0
53059708,Ташкентская область,Ташкент,Бектемирский район,2024-04-28,20000.0,2,0,1,0,0,20000.0
51035122,Ташкентская область,Келес,0,2024-06-30,30000.0,4,0,1,0,0,30000.0
54921429,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-08-10,340000.0,4,0,1,0,0,85000.0
58390354,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-02-16,65000.0,15,0,1,0,0,65000.0
59372527,Ташкентская область,Ташкент,Юнусабадский район,2025-05-05,39000.0,23,0,1,0,0,39000.0
50234266,Ташкентская область,Назарбек,0,2024-04-13,130000.0,3,0,0,0,0,43333.0
53959688,Ташкентская область,Ташкент,Чиланзарский район,2024-05-21,200000.0,4,0,1,0,0,50000.0
44204784,Ташкентская область,Янгибазар,0,2025-01-05,50000.0,6,1,0,0,0,50000.0
45730259,Ташкентская область,Янгибазар,0,2024-09-14,33000.0,10,0,0,0,0,33000.0
53425729,Ташкентская область,Келес,0,2024-08-22,9900.0,6,0,1,0,0,9900.0
56065314,Ташкентская область,Ташкент,Яккасарайский район,2024-09-18,820000.0,6,0,1,0,0,136667.0
53528944,Ташкентская область,Ташкент,Шайхантахурский район,2025-03-22,310000.0,6,0,1,0,0,51667.0
57669674,Ташкентская область,Ташкент,Юнусабадский район,2025-06-20,120000.0,3,0,0,0,0,40000.0
51574747,Ташкентская область,Зангиата,0,2024-05-03,75000.0,7,0,1,0,0,10714.0
50085563,Ташкентская область,Алмалык,0,2025-02-19,50000.0,6,0,1,0,0,50000.0
46815112,Ташкентская область,Газалкент,0,2024-08-10,5000.0,15,0,1,0,0,5000.0
51069058,Ташкентская область,Ташкент,Бектемирский район,2024-09-04,30000.0,6,0,1,0,0,30000.0
50350175,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-08-14,550000.0,8,0,1,0,0,68750.0
58681474,Ташкентская область,Келес,0,2025-02-27,10000.0,122,0,1,0,0,10000.0
53726598,Ташкентская область,Янгиюль,0,2024-07-12,7500.0,6,1,0,0,0,7500.0
47268765,Ташкентская область,Нурафшан (Тойтепа),0,2025-06-13,45000.0,6,0,1,0,0,45000.0
54732470,Ташкентская область,Ташкент,Алмазарский район,2024-08-25,68000.0,6,0,1,0,0,68000.0
56288143,Ташкентская область,Ташкент,Яккасарайский район,2024-10-10,950000.0,5,0,1,0,0,190000.0
51111313,Ташкентская область,Ташкент,Юнусабадский район,2024-07-08,650000.0,9,0,1,0,0,72222.0
56333059,Ташкентская область,Янгибазар,0,2025-05-20,,28,0,0,1,0,
59569928,Ташкентская область,Кибрай,0,2025-05-12,31000.0,3,0,1,0,0,31000.0
51625742,Ташкентская область,Келес,0,2024-08-03,26000.0,12,0,1,0,0,26000.0
54291587,Ташкентская область,Ташкент,Сергелийский район,2024-06-10,,3,0,1,0,0,
53563144,Ташкентская область,Келес,0,2024-04-27,140000.0,5,1,0,0,0,28000.0
59538713,Ташкентская область,Бука,0,2025-06-25,17600.0,3,1,0,0,0,17600.0
49609012,Ташкентская область,Янгибазар,0,2024-05-09,140000.0,20,0,0,0,0,7000.0
53811250,Ташкентская область,Ташкент,Юнусабадский район,2024-07-26,35000.0,57,0,1,0,0,35000.0
56798310,Ташкентская область,Эшангузар,0,2024-11-01,22000.0,5,0,1,0,0,22000.0
59208591,Ташкентская область,Ахангаран,0,2025-07-02,6000.0,4,0,1,0,0,6000.0
54047420,Ташкентская область,Ташкент,Сергелийский район,2024-08-05,114000.0,5,0,1,0,0,22800.0
56771267,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-11-13,120000.0,1,0,1,0,0,120000.0
56903780,Ташкентская область,Ташкент,Шайхантахурский район,2024-12-01,110000.0,3,0,1,0,0,36667.0
54466702,Ташкентская область,Ташкент,Юнусабадский район,2024-05-21,125000.0,4,0,1,0,0,31250.0
57350661,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-12-01,100000.0,2,0,1,0,0,50000.0
56171114,Ташкентская область,Ташкент,Бектемирский район,2025-01-09,31500.0,3,0,1,0,0,31500.0
48538860,Ташкентская область,Коксарай,0,2024-10-04,72000.0,6,0,1,0,0,12000.0
48359670,Ташкентская область,Ташкент,Сергелийский район,2024-10-18,11500.0,4,0,1,0,0,11500.0
55595250,Ташкентская область,Ташкент,Сергелийский район,2024-09-02,12000.0,50,0,1,0,0,12000.0
53530449,Ташкентская область,Янгибазар,0,2025-04-21,,4,0,1,0,0,
57089146,Ташкентская область,Ташкент,Юнусабадский район,2024-11-14,30000.0,7,0,1,0,0,30000.0
53333432,Ташкентская область,Кибрай,0,2025-01-02,22000.0,2,0,0,0,0,22000.0
54047420,Ташкентская область,Ташкент,Сергелийский район,2024-11-12,114000.0,5,0,1,0,0,22800.0
56187457,Ташкентская область,Зангиата,0,2024-11-27,110000.0,3,0,0,0,0,36667.0
54453778,Ташкентская область,Ташкент,Шайхантахурский район,2024-09-03,125000.0,80,0,1,0,0,1562.0
55411944,Ташкентская область,Паркент,0,2024-07-22,,8,0,1,0,0,
54468656,Ташкентская область,Ташкент,Мирабадский район,2024-11-19,34000.0,3,0,1,0,0,34000.0
53183297,Ташкентская область,Бекабад,0,2024-09-02,50000.0,1,0,1,0,0,50000.0
51183025,Ташкентская область,Ташкент,Юнусабадский район,2024-09-03,240000.0,5,0,1,0,0,48000.0
49975553,Ташкентская область,Ташкент,Бектемирский район,2024-04-28,130000.0,9,0,1,0,0,14444.0
59327785,Ташкентская область,Ташкент,Сергелийский район,2025-06-21,24000.0,4,0,1,0,0,24000.0
51353754,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-09-14,35000.0,6,0,1,0,0,35000.0
54198965,Ташкентская область,Эшангузар,0,2024-06-03,55000.0,305,0,1,0,0,55000.0
52666353,Ташкентская область,Ташкент,Юнусабадский район,2024-11-14,255000.0,6,1,0,0,0,42500.0
53021633,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-09-01,600000.0,9,0,1,0,0,66667.0
48026845,Ташкентская область,Ташкент,Яшнабадский район,2024-08-16,42000.0,17,0,1,0,0,42000.0
53546967,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-05-14,285000.0,440,0,1,0,0,648.0
55454756,Ташкентская область,Чарвак,0,2024-07-25,160000.0,1,1,0,0,0,160000.0
57665057,Ташкентская область,Ташкент,Чиланзарский район,2025-02-20,95000.0,100,0,1,0,0,950.0
52748653,Ташкентская область,Ташкент,Алмазарский район,2024-05-11,1200.0,300,0,0,0,0,1200.0
55770048,Ташкентская область,Искандар,0,2024-08-15,110000.0,10,0,1,0,0,11000.0
56025369,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-09-08,50000.0,13,0,1,0,0,50000.0
57937727,Ташкентская область,Красногорск,0,2025-05-02,10000.0,6,0,0,0,0,10000.0
58058742,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-01-20,220000.0,400,0,0,0,0,550.0
55307697,Ташкентская область,Ташкент,Сергелийский район,2024-07-23,80000.0,4,0,1,0,0,20000.0
54135076,Ташкентская область,Кибрай,0,2025-01-13,200000.0,11,0,1,0,0,18182.0
52592696,Ташкентская область,Келес,0,2024-07-02,16000.0,4,0,0,0,0,16000.0
53248877,Ташкентская область,Ташкент,Шайхантахурский район,2024-05-12,950000.0,8,0,1,0,0,118750.0
53053322,Ташкентская область,Зангиата,0,2024-09-25,55000.0,13,1,0,0,0,55000.0
54388386,Ташкентская область,Ташкент,Юнусабадский район,2024-05-16,1350000.0,300,0,1,0,0,4500.0
59995735,Ташкентская область,Янгибазар,0,2025-05-29,120000.0,6,0,1,0,0,20000.0
52349198,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-04-28,34000.0,1,0,1,0,0,34000.0
55587251,Ташкентская область,Уртааул,0,2024-09-03,24000.0,2,0,1,0,0,24000.0
55325695,Ташкентская область,Ташкент,Сергелийский район,2024-10-07,108000.0,5,0,1,0,0,21600.0
50167741,Ташкентская область,Янгиюль,0,2024-06-24,3500000.0,1,0,0,1,0,3500000.0
